amount,transaction_hour,is_high_risk_merchant,amount_log,merchant_category,location,day_of_week,risk_score,rapid_transaction_flag,user_transaction_count,minutes_since_last_transaction,amount_category,risk_level
3510.27,14,0,8.163733074379447,7,0,4,0,0,1,999999.0,1,1
2025.15,20,1,7.613892719580327,0,3,6,25,0,1,999999.0,1,1
194205.13,10,1,12.176675399737684,0,7,0,85,0,1,999999.0,2,0
1863.08,18,0,7.530522912779501,2,5,6,0,0,1,999999.0,1,1
51916.73,16,1,10.857415629312776,3,7,5,45,0,2,8512.000122683334,2,2
148233.75,19,1,11.906552444789732,3,7,1,85,0,1,999999.0,2,0
95.03,14,1,4.564660642649882,0,0,0,25,0,1,999999.0,0,1
448.08,20,0,6.107201045590578,4,3,3,0,0,1,999999.0,0,1
125188.38,17,1,11.737582909769202,0,7,5,85,0,1,999999.0,2,0
4091.87,13,1,8.317001714443895,3,6,0,25,0,1,999999.0,1,1
2164.83,20,0,7.680558938792869,7,2,6,0,0,1,999999.0,1,1
293.3,5,0,5.684599655239428,5,1,2,0,0,1,999999.0,0,1
306.33,16,0,5.727922088842681,7,3,3,0,0,2,2060.999882933333,0,1
3082.72,20,1,8.033891939381165,1,6,5,25,0,1,999999.0,1,1
1789.68,8,0,7.490350714963679,7,0,2,0,0,1,999999.0,1,1
4917.05,20,1,8.500667389458902,0,6,4,25,0,1,999999.0,1,1
3632.44,10,0,8.197935136916358,2,4,5,0,0,1,999999.0,1,1
3939.63,18,1,8.279095887986738,3,4,6,25,0,1,999999.0,1,1
2696.27,4,0,7.89999542936364,6,3,4,0,0,2,20734.000009216667,1,1
70.13,14,0,4.264509188745424,7,4,0,0,0,1,999999.0,0,1
4475.37,11,0,8.406567729107458,6,6,1,0,0,1,999999.0,1,1
2030.78,7,0,7.616667535120465,5,2,4,0,0,1,999999.0,1,1
721.05,5,0,6.582094388572574,7,0,6,0,0,1,999999.0,0,1
159742.4,11,1,11.98132405683232,1,7,4,85,0,2,52152.00013216666,2,0
1366.03,14,0,7.220395782350004,5,1,2,0,0,1,999999.0,1,1
1897.66,22,0,7.548903653181583,7,6,1,0,0,1,999999.0,1,1
190.63,6,1,5.255566429480404,1,7,6,45,0,1,999999.0,0,2
2216.61,9,0,7.704185318364926,6,3,3,0,0,1,999999.0,1,1
637.16,10,1,6.458589035602874,0,0,1,25,0,1,999999.0,0,1
1834.69,8,1,7.515175711608556,0,3,4,25,0,1,999999.0,1,1
1805.22,7,0,7.498991542726271,4,7,5,20,0,1,999999.0,1,1
3534.41,20,0,8.170584554632036,4,4,1,0,0,1,999999.0,1,1
3536.45,6,1,8.171161407575985,0,3,0,25,0,1,999999.0,1,1
897.9,6,0,6.801171793579353,7,1,6,0,0,1,999999.0,0,1
777.89,0,0,6.657869829224922,2,0,4,0,0,1,999999.0,0,1
441.64,23,1,6.092756798589854,0,1,1,25,0,1,999999.0,0,1
4020.48,5,1,8.299405273063076,3,0,3,25,0,1,999999.0,1,1
132836.84,11,1,11.796884415195883,3,7,0,85,0,1,999999.0,2,0
2137.58,18,1,7.66789733636636,3,5,4,25,0,1,999999.0,1,1
57362.56,10,1,10.95716453750381,1,7,1,45,0,1,999999.0,2,2
171864.93,16,1,12.054469975101448,3,7,2,85,0,1,999999.0,2,0
98.09,1,1,4.596028528070808,3,3,1,25,0,1,999999.0,0,1
1759.96,14,0,7.473614393871394,2,7,1,20,0,1,999999.0,1,1
1204.88,17,0,7.094964869848868,4,0,0,0,0,1,999999.0,1,1
4013.94,20,0,8.29777768230905,4,4,1,0,0,1,999999.0,1,1
403.81,4,1,6.00341782122544,3,6,6,25,0,1,999999.0,0,1
2524.66,15,0,7.834257693692669,4,3,6,0,0,1,999999.0,1,1
2183.16,5,0,7.688986594254668,4,7,4,20,0,1,999999.0,1,1
3383.97,19,0,8.127100322677855,7,0,1,0,0,1,999999.0,1,1
120237.24,17,1,11.697230386927846,1,7,2,85,0,1,999999.0,2,0
567.5,6,0,6.343001313190591,5,7,0,20,0,1,999999.0,0,1
1920.2,1,1,7.560705269790669,0,6,2,25,0,1,999999.0,1,1
1612.06,1,0,7.385888275201523,4,1,5,0,0,1,999999.0,1,1
175.52,21,0,5.173434184401347,7,6,5,0,0,1,999999.0,0,1
160048.64,18,1,11.983239296098384,3,7,1,85,0,1,999999.0,2,0
104604.07,5,1,11.5579472998016,0,7,3,85,0,1,999999.0,2,0
471.67,22,1,6.158397470585275,0,7,6,45,0,1,999999.0,0,2
3545.91,11,0,8.17383208089659,4,4,1,0,0,1,999999.0,1,1
1665.86,7,1,7.418696896020648,1,5,5,25,0,1,999999.0,1,1
1197.22,17,1,7.088592401214743,3,6,1,25,0,1,999999.0,1,1
159100.72,0,1,11.977299025078253,3,7,4,85,0,1,999999.0,2,0
4973.29,21,1,8.512037925840303,1,5,0,25,0,1,999999.0,1,1
136100.0,22,1,11.82115253615114,1,7,1,85,0,1,999999.0,2,0
64413.29,12,1,11.07309078188746,3,7,3,45,0,1,999999.0,2,2
1066.75,13,1,6.973308909721576,3,0,4,25,0,1,999999.0,1,1
4503.6,0,0,8.412854375867278,4,2,0,0,0,1,999999.0,1,1
3856.92,3,0,8.257883457117966,6,6,5,0,0,1,999999.0,1,1
4973.23,18,0,8.512025863744634,5,2,2,0,0,1,999999.0,1,1
1426.74,19,1,7.263848053493128,0,4,4,25,0,1,999999.0,1,1
1933.54,8,0,7.567624851104363,5,2,0,0,0,2,61261.0000145,1,1
1878.53,19,1,7.538777024568786,3,3,0,25,0,1,999999.0,1,1
1619.62,18,0,7.390564071058705,5,2,0,0,0,1,999999.0,1,1
3865.88,13,1,8.260203259318198,3,7,1,45,0,1,999999.0,1,2
1423.62,22,1,7.261660390474207,1,4,3,25,0,1,999999.0,1,1
482.79,23,1,6.181650928264084,3,1,4,25,0,1,999999.0,0,1
825.64,23,1,6.7173692919061,3,7,3,45,0,1,999999.0,0,2
1321.78,4,1,7.187490861549733,1,2,6,25,0,1,999999.0,1,1
3456.82,14,0,8.148393611678472,4,4,2,0,0,2,35121.00005735,1,1
906.16,6,1,6.810318840290662,0,5,6,25,0,1,999999.0,0,1
4655.57,19,0,8.446034404598642,5,6,0,0,0,1,999999.0,1,1
4798.21,10,0,8.476206600017326,4,6,2,0,0,1,999999.0,1,1
97721.47,16,1,11.489886801351869,3,7,5,45,0,1,999999.0,2,2
2731.08,8,1,7.912818502838821,1,2,2,25,0,1,999999.0,1,1
1134.3,21,1,7.034652212170488,3,0,6,25,0,1,999999.0,1,1
173704.08,10,1,12.065114197627684,1,7,2,85,0,1,999999.0,2,0
3178.43,18,1,8.064457214424849,0,2,4,25,0,1,999999.0,1,1
4893.96,19,1,8.495961383327545,0,7,2,45,0,1,999999.0,1,2
1918.49,10,0,7.559814804737258,6,3,4,0,0,1,999999.0,1,1
4328.61,7,1,8.373232747655988,3,7,0,45,0,1,999999.0,1,2
1492.3,6,1,7.308743715063223,1,2,0,25,0,1,999999.0,1,1
4739.36,21,0,8.463868361172203,4,0,4,0,0,1,999999.0,1,1
4230.44,12,0,8.350297639640614,7,0,6,0,0,1,999999.0,1,1
3506.24,4,0,8.162584682358093,4,0,6,0,0,1,999999.0,1,1
92378.77,3,1,11.433663294265108,3,7,0,45,0,1,999999.0,2,2
2302.64,4,1,7.742245759607479,0,1,3,25,0,1,999999.0,1,1
2151.24,16,1,7.674264439226887,0,5,4,25,0,1,999999.0,1,1
277.27,15,1,5.628591865380296,0,6,5,25,0,1,999999.0,0,1
2049.29,21,0,7.625736525542083,2,2,2,0,0,1,999999.0,1,1
1140.01,22,0,7.039669114065563,6,3,6,0,0,1,999999.0,1,1
1182.77,0,1,7.076459539816907,0,7,4,45,0,1,999999.0,1,2
4140.84,19,0,8.328895412527627,4,5,4,0,0,1,999999.0,1,1
139781.22,14,1,11.847840919005444,0,7,0,85,0,1,999999.0,2,0
127704.75,13,1,11.757484068414914,3,7,3,85,0,1,999999.0,2,0
3125.51,18,0,8.047672645466974,2,5,1,0,0,1,999999.0,1,1
3746.82,11,0,8.228929616591385,4,0,2,0,0,1,999999.0,1,1
42.35,16,0,3.769306703226551,7,0,5,0,0,1,999999.0,0,1
139084.75,16,1,11.842845928379074,1,7,1,85,0,1,999999.0,2,0
265.0,11,1,5.583496308781699,3,4,3,25,0,1,999999.0,0,1
443.78,7,0,6.097579777896684,2,5,5,0,0,1,999999.0,0,1
4487.56,7,1,8.409287216602108,1,6,6,25,0,1,999999.0,1,1
2680.19,12,0,7.894016004803567,5,3,5,0,0,1,999999.0,1,1
2474.76,10,0,7.814302698573301,7,5,4,0,0,1,999999.0,1,1
763.98,4,0,6.639849689693931,7,2,2,0,0,1,999999.0,0,1
2630.26,20,0,7.87521809789853,2,2,0,0,0,1,999999.0,1,1
2817.65,3,1,7.944013325903271,3,0,2,25,0,1,999999.0,1,1
1517.32,7,0,7.325359739428664,2,4,6,0,0,1,999999.0,1,1
1927.71,0,1,7.564606664641839,1,5,1,25,0,2,6796.00003775,1,1
4389.54,17,0,8.38720750533821,7,3,5,0,0,1,999999.0,1,1
2170.39,19,0,7.683122794463393,5,1,3,0,0,1,999999.0,1,1
4871.75,6,1,8.49141373842875,3,4,0,25,0,1,999999.0,1,1
3218.24,4,0,8.076900585835487,6,7,3,20,0,1,999999.0,1,1
68955.47,2,1,11.14123071493224,3,7,2,45,0,1,999999.0,2,2
1718.52,18,0,7.449800461092843,6,4,3,0,0,1,999999.0,1,1
4075.78,19,1,8.313062740117278,3,6,4,25,0,1,999999.0,1,1
2592.55,7,1,7.8607828725722655,0,3,1,25,0,1,999999.0,1,1
2228.9,22,1,7.709712020399357,1,0,5,25,0,1,999999.0,1,1
167379.28,9,1,12.028023628425707,1,7,1,85,0,1,999999.0,2,0
4413.77,19,1,8.392711016550825,3,7,3,45,0,1,999999.0,1,2
2452.95,1,0,7.80545425016516,7,4,6,0,0,1,999999.0,1,1
3569.1,15,1,8.18034888558586,1,6,0,25,0,1,999999.0,1,1
138790.75,13,1,11.840729887247983,0,7,4,85,0,1,999999.0,2,0
322.08,15,1,5.777899970574095,3,5,1,25,0,1,999999.0,0,1
1346.16,9,1,7.205753951835868,3,6,5,25,0,1,999999.0,1,1
63936.05,7,1,11.065654284546047,0,7,0,45,0,1,999999.0,2,2
3866.27,16,1,8.26030411073699,1,6,6,25,0,1,999999.0,1,1
2706.61,7,1,7.9038216059353585,3,1,2,25,0,1,999999.0,1,1
184494.16,4,1,12.125378509056295,3,7,2,85,0,1,999999.0,2,0
1688.27,19,0,7.432051761935972,5,3,6,0,0,1,999999.0,1,1
4349.64,17,0,8.378078239697478,5,4,1,0,0,1,999999.0,1,1
3006.74,8,1,8.008944245163697,1,3,2,25,0,1,999999.0,1,1
170453.75,8,1,12.046225144587558,3,7,4,85,0,1,999999.0,2,0
510.24,7,0,6.236839147263514,7,6,3,0,0,1,999999.0,0,1
2027.47,17,0,7.615037093283997,7,0,6,0,0,1,999999.0,1,1
1852.78,1,1,7.524982076733194,0,6,3,25,0,1,999999.0,1,1
2303.15,1,0,7.742467123863264,5,4,2,0,0,1,999999.0,1,1
4167.21,8,0,8.335241966041137,5,2,2,0,0,1,999999.0,1,1
4625.27,22,0,8.439506206846925,6,5,3,0,0,1,999999.0,1,1
3672.63,19,0,8.208935553028155,4,7,3,20,0,1,999999.0,1,1
393.4,5,0,5.97736562272848,7,4,1,0,0,1,999999.0,0,1
53943.63,2,1,10.895713429124214,0,7,2,45,0,1,999999.0,2,2
186971.51,6,1,12.138716879682786,1,7,4,85,0,1,999999.0,2,0
4563.56,14,0,8.426077402841516,2,2,2,0,0,1,999999.0,1,1
196224.05,15,1,12.187017493804513,0,7,2,85,0,2,100.00017205,2,0
142412.72,6,1,11.866491621633418,0,7,0,85,0,1,999999.0,2,0
4791.28,21,0,8.47476156880614,7,4,3,0,0,1,999999.0,1,1
3738.02,22,1,8.22657882398661,1,2,4,25,0,1,999999.0,1,1
1727.7,14,1,7.455124959928741,1,3,4,25,0,1,999999.0,1,1
128.6,16,1,4.864452783918174,0,3,2,25,0,1,999999.0,0,1
1182.72,6,0,7.076417300990126,7,3,0,0,0,1,999999.0,1,1
3258.18,19,0,8.089230908978504,5,3,3,0,0,1,999999.0,1,1
533.36,18,0,6.281069769121611,4,7,1,20,0,1,999999.0,0,1
3587.04,10,0,8.185361371388563,6,7,3,20,0,1,999999.0,1,1
1978.27,23,1,7.59048336883818,1,5,2,25,0,1,999999.0,1,1
345.09,19,0,5.846698856840462,7,7,4,20,0,1,999999.0,0,1
20.24,6,1,3.055886196373738,1,6,5,25,0,2,6377.000065,0,1
4321.85,9,1,8.371670185939337,0,7,6,45,0,1,999999.0,1,2
1245.74,16,0,7.128287423539844,7,1,2,0,0,1,999999.0,1,1
3996.13,2,1,8.293331882575712,3,3,5,25,0,1,999999.0,1,1
91164.7,22,1,11.420434008829172,0,7,2,45,0,1,999999.0,2,2
2333.97,9,1,7.755754322054723,3,1,3,25,0,2,61161.999942333336,1,1
65.38,14,0,4.195395806291828,6,6,2,0,0,1,999999.0,0,1
2119.47,20,1,7.659393041207871,1,5,5,25,0,1,999999.0,1,1
3763.51,5,0,8.233372985681921,7,3,2,0,0,1,999999.0,1,1
2597.5,5,0,7.862689634448497,2,4,0,0,0,1,999999.0,1,1
4080.38,8,0,8.314190445503662,2,4,4,0,0,1,999999.0,1,1
3940.83,23,0,8.279400361465644,7,3,0,0,0,1,999999.0,1,1
3496.04,5,0,8.159672175373709,6,5,3,0,0,1,999999.0,1,1
3251.73,4,0,8.087249922721227,7,6,6,0,0,1,999999.0,1,1
4124.63,16,0,8.324974014379887,5,7,2,20,0,1,999999.0,1,1
3203.65,7,0,8.072358159023365,4,3,3,0,0,1,999999.0,1,1
3474.11,10,0,8.153381412174152,5,5,5,0,0,1,999999.0,1,1
89145.78,11,1,11.398039503738254,1,7,3,45,0,1,999999.0,2,2
77028.4,20,1,11.251942446143628,0,7,0,45,0,1,999999.0,2,2
2986.12,15,1,8.002064991496866,3,1,4,25,0,1,999999.0,1,1
3641.72,5,1,8.200485934323712,0,3,6,25,0,1,999999.0,1,1
3706.99,8,1,8.21824522981048,3,1,0,25,0,1,999999.0,1,1
179105.66,15,1,12.095736773287072,0,7,5,85,0,1,999999.0,2,0
301.98,11,1,5.713666796730178,3,1,1,25,0,1,999999.0,0,1
2644.4,9,0,7.880577561591947,4,6,6,0,0,1,999999.0,1,1
1371.74,20,1,7.224564021484843,0,4,0,25,0,1,999999.0,1,1
2902.98,2,0,7.97383748886863,6,3,6,0,0,1,999999.0,1,1
112244.7,22,1,11.62844549752109,3,7,5,85,0,1,999999.0,2,0
4002.06,11,0,8.294814347638674,2,1,5,0,0,1,999999.0,1,1
517.92,5,0,6.251749728702811,5,5,2,0,0,1,999999.0,0,1
683.84,6,0,6.529185234336617,4,1,1,0,0,1,999999.0,0,1
3572.11,4,0,8.181191644003476,6,3,6,0,0,1,999999.0,1,1
390.42,5,0,5.969781152276823,2,6,5,0,0,1,999999.0,0,1
835.0,20,0,6.728628613084702,5,7,3,20,0,1,999999.0,0,1
849.11,15,1,6.745365752876088,0,6,3,25,0,1,999999.0,0,1
2662.84,15,0,7.8875239697965425,7,7,2,20,0,1,999999.0,1,1
146448.67,17,1,11.89443709892456,1,7,1,85,0,1,999999.0,2,0
1387.84,5,1,7.2362241453346385,0,7,2,45,0,1,999999.0,1,2
3186.73,14,1,8.067064343726246,3,1,6,25,0,1,999999.0,1,1
1132.11,10,1,7.032721343693972,0,3,5,25,0,1,999999.0,1,1
3299.72,22,0,8.101895905474562,4,2,1,0,0,1,999999.0,1,1
4400.9,21,1,8.38979154488153,3,4,2,25,0,1,999999.0,1,1
952.42,3,0,6.860055520104717,5,3,2,0,0,1,999999.0,0,1
246.12,7,0,5.509874048610326,7,6,6,0,0,1,999999.0,0,1
2604.31,16,0,7.865306949026686,2,2,0,0,0,1,999999.0,1,1
4859.44,0,0,8.48888424777592,2,6,5,0,0,1,999999.0,1,1
73249.21,17,1,11.201636393769402,1,7,5,45,0,1,999999.0,2,2
1953.47,14,1,7.577874335921042,1,2,4,25,0,1,999999.0,1,1
4719.6,18,1,8.45969118914478,1,1,3,25,0,1,999999.0,1,1
3942.01,12,1,8.279699670014406,3,7,1,45,0,1,999999.0,1,2
78784.74,19,1,11.27448729500292,0,7,4,45,0,1,999999.0,2,2
349.61,23,1,5.859674494613175,3,1,0,25,0,1,999999.0,0,1
971.29,18,1,6.879654113871228,3,4,3,25,0,1,999999.0,0,1
153125.49,10,1,11.939019590846032,0,7,4,85,0,2,25446.000199933336,2,0
4536.67,8,0,8.420168943436028,4,7,1,20,0,1,999999.0,1,1
1195.04,2,0,7.086771378767365,7,4,6,0,0,1,999999.0,1,1
767.05,12,1,6.643854835195154,0,4,0,25,0,2,23653.00010993333,0,1
1868.62,6,1,7.533490480642826,1,1,3,25,0,1,999999.0,1,1
1456.17,17,1,7.284251477494541,1,2,4,25,0,1,999999.0,1,1
3278.33,7,0,8.095394412219898,6,4,1,0,0,1,999999.0,1,1
2770.68,2,0,7.927208913530631,5,1,2,0,0,1,999999.0,1,1
66232.58,1,1,11.100942864072213,3,7,0,45,0,1,999999.0,2,2
4610.4,4,0,8.436286777522513,5,1,5,0,0,1,999999.0,1,1
4465.1,1,1,8.404270823551121,1,7,5,45,0,1,999999.0,1,2
82.71,17,0,4.427358444671965,6,2,6,0,0,1,999999.0,0,1
321.07,22,1,5.77476891322269,3,4,2,25,0,1,999999.0,0,1
2409.31,8,0,7.787510648917875,4,5,2,0,0,1,999999.0,1,1
1336.55,3,1,7.198594861248998,3,2,6,25,0,1,999999.0,1,1
3256.63,1,1,8.088755216107536,3,1,0,25,0,1,999999.0,1,1
3288.8,21,0,8.098582051638058,7,1,5,0,0,1,999999.0,1,1
4196.74,9,0,8.342301564208165,5,7,3,20,0,1,999999.0,1,1
4306.01,11,0,8.367999206853133,4,3,3,0,0,1,999999.0,1,1
81955.19,23,1,11.313940115181548,0,7,2,45,0,2,19441.00000975,2,2
98328.76,10,1,11.49608200701052,3,7,4,45,0,1,999999.0,2,2
2421.51,9,1,7.7925594717233775,1,1,2,25,0,1,999999.0,1,1
4730.59,12,1,8.462016577219353,3,5,5,25,0,1,999999.0,1,1
4595.97,10,0,8.433152669789719,7,3,1,0,0,1,999999.0,1,1
561.09,10,0,6.331661979421028,5,5,5,0,0,1,999999.0,0,1
145100.3,8,1,11.885187398170531,3,7,5,85,0,1,999999.0,2,0
2572.93,12,1,7.853189192759086,1,6,4,25,0,1,999999.0,1,1
2079.29,6,1,7.640262586053793,0,1,0,25,0,1,999999.0,1,1
96.31,17,0,4.577901758833898,7,7,4,20,0,1,999999.0,0,1
83861.25,20,1,11.336930850796495,0,7,1,45,0,1,999999.0,2,2
3208.4,0,0,8.07383928276526,4,0,5,0,0,1,999999.0,1,1
3268.15,19,0,8.092285291263423,5,5,0,0,0,1,999999.0,1,1
2993.93,6,0,8.004676137989268,5,7,4,20,0,1,999999.0,1,1
497.19,3,0,6.210981530366493,6,2,6,0,0,1,999999.0,0,1
3903.53,23,1,8.269892696515395,3,4,1,25,0,1,999999.0,1,1
997.08,18,0,6.9058334334194384,2,4,3,0,0,1,999999.0,0,1
3862.25,9,0,8.259264077113805,2,5,6,0,0,1,999999.0,1,1
1333.47,2,0,7.196289488262181,7,3,1,0,0,1,999999.0,1,1
112247.19,19,1,11.628467680752893,1,7,2,85,0,1,999999.0,2,0
3068.85,2,1,8.029383979452703,3,5,6,25,0,1,999999.0,1,1
4903.59,17,1,8.497926780330445,3,1,3,25,0,1,999999.0,1,1
1649.74,17,0,7.40897895120384,5,6,5,0,0,2,43229.99999763333,1,1
3453.25,19,1,8.14736063593678,0,6,3,25,0,1,999999.0,1,1
686.55,17,1,6.533134554168954,0,3,1,25,0,1,999999.0,0,1
141.9,9,0,4.9621450849358215,7,5,5,0,0,1,999999.0,0,1
295.26,12,0,5.691237447153906,4,5,5,0,0,1,999999.0,0,1
4392.88,11,1,8.387967942603494,1,4,1,25,0,1,999999.0,1,1
87176.88,1,1,11.375705907992694,1,7,1,45,0,1,999999.0,2,2
83642.39,10,1,11.334317683567702,3,7,2,45,0,1,999999.0,2,2
147515.31,22,1,11.901694024920094,3,7,4,85,0,1,999999.0,2,0
161781.35,6,1,11.994007192365814,3,7,0,85,0,1,999999.0,2,0
70705.22,1,1,11.166288825384049,0,7,2,45,0,1,999999.0,2,2
3618.87,2,0,8.19419339257277,5,7,0,20,0,1,999999.0,1,1
3821.51,2,0,8.248662553888742,5,7,6,20,0,1,999999.0,1,1
697.34,22,0,6.54870609018194,4,2,3,0,0,1,999999.0,0,1
736.84,18,1,6.603726998927463,1,2,5,25,0,1,999999.0,0,1
60484.15,4,1,11.01015315934458,1,7,1,45,0,1,999999.0,2,2
1912.97,4,1,7.55693489790887,3,7,6,45,0,1,999999.0,1,2
3149.04,15,0,8.055170430151753,5,7,2,20,0,1,999999.0,1,1
2915.19,0,0,7.978033248756217,5,5,5,0,0,1,999999.0,1,1
1566.61,16,1,7.3573074454834915,1,2,5,25,0,1,999999.0,1,1
3002.17,20,1,8.007423676437652,3,6,1,25,0,1,999999.0,1,1
3053.26,2,0,8.024292616405027,6,1,6,0,0,1,999999.0,1,1
579.57,2,0,6.364010379570056,6,3,6,0,0,1,999999.0,0,1
469.13,9,1,6.153009252203234,0,1,4,25,0,1,999999.0,0,1
4786.91,18,0,8.473849269508717,6,6,0,0,0,2,1965.0000261166667,1,1
1301.14,23,1,7.171764343869635,0,5,2,25,0,1,999999.0,1,1
2894.36,0,0,7.970864734607591,2,6,4,0,0,1,999999.0,1,1
1889.19,22,0,7.544432632101506,5,5,1,0,0,1,999999.0,1,1
1440.69,3,1,7.2735713155379935,3,6,3,25,0,1,999999.0,1,1
732.49,7,0,6.597813964224936,4,2,1,0,0,1,999999.0,0,1
583.7,16,0,6.371098895181625,7,3,5,0,0,1,999999.0,0,1
1427.42,18,0,7.264324217302472,5,4,2,0,0,1,999999.0,1,1
1628.97,6,0,7.39631688872346,6,3,1,0,0,1,999999.0,1,1
536.12,11,1,6.286221533231725,3,6,3,25,0,1,999999.0,0,1
1000.45,22,0,6.9092042287472415,5,4,4,0,0,1,999999.0,1,1
211.3,2,0,5.35800036870921,2,1,4,0,0,1,999999.0,0,1
4403.5,3,1,8.39038202454985,0,0,6,25,0,1,999999.0,1,1
3863.63,18,0,8.259621225520526,2,7,0,20,0,1,999999.0,1,1
117908.72,6,1,11.677674525875338,1,7,6,85,0,1,999999.0,2,0
750.38,4,0,6.621911515803996,7,3,4,0,0,1,999999.0,0,1
176.49,9,0,5.178914269300255,7,1,3,0,0,2,55024.99992281666,0,1
78821.02,20,1,11.274947678433795,0,7,0,45,0,1,999999.0,2,2
640.22,0,0,6.463372611764861,4,0,4,0,0,1,999999.0,0,1
147812.36,18,1,11.90370567583328,0,7,4,85,0,1,999999.0,2,0
2143.18,21,1,7.670512473890531,0,6,5,25,0,1,999999.0,1,1
320.03,11,0,5.77153457670702,7,1,3,0,0,1,999999.0,0,1
3655.85,14,1,8.204357400080916,0,0,6,25,0,1,999999.0,1,1
192919.22,10,1,12.170032014551325,0,7,0,85,0,1,999999.0,2,0
140.3,20,1,4.950885289690482,0,3,3,25,0,1,999999.0,0,1
4131.17,13,0,8.326557971697177,2,3,0,0,0,1,999999.0,1,1
2868.24,10,0,7.961802465323372,5,3,5,0,0,2,76137.99988786667,1,1
554.66,6,1,6.320156596410232,0,6,4,25,0,1,999999.0,0,1
4200.74,7,0,8.343254004193113,7,2,1,0,0,1,999999.0,1,1
192194.05,23,1,12.1662660207642,3,7,1,85,0,1,999999.0,2,0
150056.11,22,1,11.918771233951182,3,7,2,85,0,1,999999.0,2,0
4589.25,5,1,8.431689767802297,0,1,2,25,0,1,999999.0,1,1
1433.35,4,1,7.26846706390312,1,0,4,25,0,1,999999.0,1,1
2899.69,17,0,7.972703918707949,2,3,2,0,0,1,999999.0,1,1
141.14,10,1,4.956812487398749,3,4,6,25,0,1,999999.0,0,1
2014.22,5,0,7.6084836495623955,6,4,4,0,0,2,1151.0001110833332,1,1
4107.04,11,1,8.320701308099387,0,2,4,25,0,1,999999.0,1,1
541.42,7,0,6.29604060910273,4,2,1,0,0,1,999999.0,0,1
192427.04,0,1,12.167477544640724,3,7,5,85,0,1,999999.0,2,0
142720.09,17,1,11.868647585116513,0,7,3,85,0,1,999999.0,2,0
966.31,3,1,6.874519023189442,1,1,6,25,0,1,999999.0,0,1
3299.43,16,1,8.101808041996172,3,5,4,25,0,1,999999.0,1,1
3892.43,11,1,8.267045796173003,3,0,3,25,0,1,999999.0,1,1
3512.98,11,0,8.16450457721121,4,7,2,20,0,1,999999.0,1,1
2802.93,13,0,7.938777283506204,6,2,4,0,0,1,999999.0,1,1
1640.49,8,0,7.403359644934056,4,6,3,0,0,1,999999.0,1,1
2314.24,23,1,7.747268632853058,0,2,6,25,0,1,999999.0,1,1
987.15,9,0,6.895834508086444,4,3,6,0,0,1,999999.0,0,1
1540.51,8,0,7.340517734492967,4,0,6,0,0,1,999999.0,1,1
2528.21,7,0,7.835662279996031,6,7,4,20,0,1,999999.0,1,1
2416.98,14,1,7.790687759841937,1,7,1,45,0,1,999999.0,1,2
4698.45,22,0,8.45520075957403,6,5,4,0,0,2,4815.999964316667,1,1
152520.39,3,1,11.93506012748885,1,7,5,85,0,1,999999.0,2,0
3850.28,4,0,8.256160839559215,5,3,0,0,0,1,999999.0,1,1
1719.84,1,1,7.4505678226856835,1,6,5,25,0,1,999999.0,1,1
652.33,15,0,6.482082361502622,4,3,3,0,0,1,999999.0,0,1
763.65,15,0,6.639418212794133,6,0,5,0,0,2,13001.99999335,0,1
3541.66,6,0,8.172633136388221,6,0,0,0,0,3,74341.00002954999,1,1
824.15,20,0,6.715565187989577,5,7,2,20,0,1,999999.0,0,1
2590.07,4,1,7.859826196793077,0,4,0,25,0,1,999999.0,1,1
1746.68,4,1,7.466044473095233,0,7,6,45,0,1,999999.0,1,2
966.84,6,1,6.875066784358604,1,4,1,25,0,1,999999.0,0,1
4810.32,8,0,8.478726753725685,6,5,2,0,0,1,999999.0,1,1
2772.29,6,1,7.927789620025073,3,5,1,25,0,1,999999.0,1,1
1561.06,21,1,7.353760741953831,3,1,5,25,0,1,999999.0,1,1
1305.48,0,0,7.175091776768488,6,1,2,0,0,1,999999.0,1,1
88.26,19,0,4.491553459201124,7,4,5,0,0,1,999999.0,0,1
4287.55,23,1,8.363703959450769,0,7,1,45,0,1,999999.0,1,2
320.0,11,1,5.771441123130016,0,2,5,25,0,1,999999.0,0,1
1126.13,6,0,7.0274298578754415,4,6,6,0,0,1,999999.0,1,1
108803.52,4,1,11.597308156658691,1,7,1,85,0,1,999999.0,2,0
238.25,1,0,5.477509030333064,2,0,6,0,0,1,999999.0,0,1
4171.57,0,1,8.336287431908149,0,3,3,25,0,1,999999.0,1,1
135646.42,13,1,11.817814298370635,1,7,0,85,0,1,999999.0,2,0
2619.43,18,1,7.871093705425983,1,1,3,25,0,1,999999.0,1,1
3191.96,18,1,8.068703665232619,3,6,5,25,0,2,73472.9999371,1,1
291.56,16,0,5.678669773841126,6,2,2,0,0,1,999999.0,0,1
1562.63,16,0,7.35476532022745,7,7,4,20,0,1,999999.0,1,1
1675.82,5,0,7.424654421536507,4,5,2,0,0,1,999999.0,1,1
161051.06,10,1,11.989482945736215,3,7,0,85,0,1,999999.0,2,0
1693.72,12,0,7.43527281442848,6,6,6,0,0,1,999999.0,1,1
1943.73,18,0,7.572878428935788,7,3,6,0,0,1,999999.0,1,1
4881.74,5,0,8.493461816688688,7,3,6,0,0,1,999999.0,1,1
3267.7,17,0,8.09214763132913,6,6,3,0,0,1,999999.0,1,1
